INSTNM,STABBR,ADM_RATE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT
Pima Medical Institute-Albuquerque West,NM,NULL,103,0.301,0.0291,0.534,0.0097,0.1068,0,0.0194,0,0,NULL,NULL,NULL
Brighton Center's Center for Employment Training,KY,NULL,89,0.6742,0.2809,0.0337,0,0,0,0.0112,0,0,NULL,NULL,NULL
California Healing Arts College,CA,NULL,9,0.2222,0.4444,0.2222,0.1111,0,0,0,0,0,NULL,NULL,NULL
Dallas Barber & Stylist College,TX,NULL,158,0.0949,0.7152,0.1899,0,0,0,0,0,0,NULL,NULL,NULL
NorthShore University HealthSystem School of Nurse Anesthesia,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Faith Evangelical College & Seminary,WA,NULL,130,0.2231,0.3154,0.0769,0.0923,0,0,0.0385,0.1154,0.1385,23595,7560,7560
Family of Faith College,OK,0.6667,19,0.4211,0.0526,0.0526,0.2632,0.1579,0,0,0.0526,0,21795,5970,5970
Hood Theological Seminary,NC,NULL,6,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL
Colegio Educativo Tecnologico Industrial Inc,PR,NULL,188,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL
Irene's Myomassology Institute,MI,NULL,353,0.6799,0.2068,0.0255,0.0028,0,0.0283,0,0,0.0567,NULL,NULL,NULL
Jay's Technical Institute,TX,NULL,128,0.0313,0.8203,0.0547,0,0,0,0,0,0.0938,NULL,NULL,NULL
Mr John's School of Cosmetology Esthetics & Nails-Jacksonville,IL,NULL,39,0.8974,0.0513,0.0513,0,0,0,0,0,0,NULL,NULL,NULL
NTMA Training Centers of Southern California,CA,NULL,242,0.2025,0.0537,0.5909,0.062,0,0.0331,0,0,0.0579,NULL,NULL,NULL
P C Age-Jersey City,NJ,NULL,196,0.1684,0.3367,0.3265,0.1684,0,0,0,0,0,NULL,NULL,NULL
P C Age-Edison,NJ,NULL,65,0.2154,0.4462,0.2923,0.0462,0,0,0,0,0,NULL,NULL,NULL
American Institute-Margate,FL,NULL,240,0.2208,0.5042,0.25,0.0042,0.0083,0,0.0125,0,0,NULL,NULL,NULL
South Florida Institute of Technology,FL,NULL,756,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL
Southeastern Institute-Charleston,SC,0.7395,229,0.5197,0.4148,0.048,0,0,0,0.0087,0,0.0087,NULL,NULL,NULL
Southeastern Institute-Nashville,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southeastern College-Jacksonville,FL,0.9524,205,0.4878,0.4,0.0244,0.0146,0,0,0.0683,0,0.0049,27776,16204,16204
Toni & Guy Hairdressing Academy-Colorado Springs,CO,NULL,49,0.6939,0,0.2245,0.0204,0.0204,0,0.0408,0,0,NULL,NULL,NULL
Trend Barber College,TX,NULL,196,0.0153,0.898,0.0765,0.0102,0,0,0,0,0,NULL,NULL,NULL
Valley Grande Institute for Academic Studies,TX,NULL,118,0.0678,0,0.9322,0,0,0,0,0,0,NULL,NULL,NULL
West Coast University-Los Angeles,CA,0.5444,1374,0.3122,0.0328,0.2038,0.3734,0.0051,0.0233,0.0342,0.0051,0.0102,41318,32525,32525
Williamson Christian College,TN,NULL,72,0.6944,0.0694,0.0278,0.2083,0,0,0,0,0,20737,9710,9710
International Barber & Style College,TN,NULL,107,0.0748,0.9252,0,0,0,0,0,0,0,NULL,NULL,NULL
Triangle Tech Inc-Sunbury,PA,NULL,105,0.8952,0,0.0571,0,0.019,0,0.0286,0,0,24535,16733,16733
DigiPen Institute of Technology,WA,0.6635,894,0.4799,0.0089,0.0638,0.057,0.0011,0.0045,0.0481,0.104,0.2327,37848,26720,26720
California College of Vocational Careers,CA,NULL,69,0.2899,0.087,0.3478,0.029,0,0,0,0,0.2464,NULL,NULL,NULL
Fortis Institute-Fort Lauderdale,FL,NULL,214,0.1308,0.6682,0.1449,0.0047,0.0047,0,0.0234,0,0.0234,28772,14397,14397
University of Phoenix-Charlotte Campus,NC,NULL,828,0.0954,0.4529,0.029,0.0012,0.0036,0.0012,0.0278,0.0109,0.378,23434,10240,10240
Connecticut Center for Massage Therapy-Groton,CT,NULL,157,0.6433,0.0701,0.0764,0.0127,0,0,0.0127,0,0.1847,NULL,NULL,NULL
Pierpont Community and Technical College,WV,NULL,2108,0.8278,0.102,0.0209,0.0047,0.0028,0.0019,0.0261,0.0005,0.0133,13695,4150,9852
ITT Technical Institute-Duluth,GA,0.8525,591,0.2978,0.4569,0.1354,0.0288,0.0102,0,0.0305,0,0.0406,27093,18048,18048
ITT Technical Institute-Hilliard,OH,0.6471,322,0.6801,0.1863,0.0311,0.0217,0.0124,0,0.0404,0,0.028,26344,18048,18048
University of Phoenix-Indianapolis Campus,IN,NULL,338,0.2692,0.3728,0.0444,0,0.0059,0,0.0178,0.003,0.287,23692,10828,10828
Dewey University-Hato Rey,PR,NULL,2470,0,0,1,0,0,0,0,0,0,9819,5475,5475
InterCoast Colleges-West Covina,CA,NULL,37,0.1081,0.0541,0.7838,0,0,0.027,0,0,0.027,NULL,NULL,NULL
American College of Healthcare Sciences,OR,0.9559,293,0.7918,0.0307,0.0546,0.0068,0.0102,0.0034,0.0205,0,0.0819,23600,9720,9720
Le Cordon Bleu College of Culinary Arts-Atlanta,GA,NULL,1108,0.1489,0.6173,0.0487,0.0235,0.0009,0.0009,0.0325,0,0.1273,19473,12912,12912
Colorado Media School,CO,NULL,187,0.5722,0.1497,0.1711,0,0.0053,0,0.0535,0.0053,0.0428,NULL,NULL,NULL
Paul Mitchell the School-Rhode Island,RI,NULL,188,0.7713,0.0213,0.0691,0.0106,0.0106,0,0,0,0.117,NULL,NULL,NULL
Miller-Motte Technical College-Chattanooga,TN,NULL,442,0.7466,0.1403,0.0633,0,0.0045,0,0.009,0,0.0362,25624,10692,10692
Milan Institute-Sparks,NV,NULL,328,0.4878,0.0732,0.3689,0.0305,0.0213,0.0091,0,0,0.0091,NULL,NULL,NULL
Empire Beauty School-Framingham,MA,NULL,94,0.734,0.0213,0.1489,0.0106,0,0,0.0638,0,0.0213,NULL,NULL,NULL
Westwood College-Chicago Loop,IL,NULL,417,0.0528,0.5588,0.0456,0.012,0.0096,0,0.0624,0,0.259,28900,15122,15122
Interactive Learning Systems-North Houston,TX,NULL,22,0,0.3636,0.4091,0.0455,0,0.1818,0,0,0,NULL,NULL,NULL
Bexley Hall Episcopal Seminary,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Anthem College-Fenton,MO,NULL,282,0.8901,0.0532,0.0071,0.0035,0,0,0.0248,0,0.0213,27440,13693,13693
Everest Institute-Norcross,GA,NULL,527,0.1252,0.5731,0.2182,0.019,0,0.0038,0.0531,0,0.0076,25717,13572,13572
Strayer University-Tennessee,TN,NULL,1194,0.2387,0.6675,0.0184,0.0034,0.0059,0,0.0184,0.0034,0.0444,32554,15495,15495
Strayer University-Nashville Campus,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL
Strayer University-Shelby Oaks Campus,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL
Strayer University-Knoxville Campus,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL
Strayer University-Pennsylvania,PA,NULL,1644,0.3723,0.4313,0.0888,0.014,0.0049,0.0012,0.0195,0.0024,0.0657,32554,15495,15495
Strayer University-Delaware County Campus,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL
Strayer University-King of Prussia Campus,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL
Strayer University-Center City Campus,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL
Strayer University-Penn Center West Campus,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL
Strayer University-Warrendale Campus,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL
Strayer University-Allentown Campus,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15496,NULL
Kaplan College-Brownsville,TX,NULL,461,0.013,0,0.9783,0,0,0.0022,0,0,0.0065,NULL,NULL,NULL
Kaplan College-Corpus Christi,TX,NULL,369,0.1491,0.0271,0.7669,0.0054,0,0,0,0,0.0515,NULL,NULL,NULL
School of Health,GA,NULL,413,0.1211,0.8789,0,0,0,0,0,0,0,NULL,NULL,NULL
Everest College-Arlington,TX,NULL,643,0.1602,0.4588,0.325,0.0109,0,0.0047,0.0264,0,0.014,27697,14976,14976
University of Phoenix-Columbus Georgia Campus,GA,NULL,792,0.0896,0.4609,0.029,0.0013,0.0063,0.0025,0.0177,0.0013,0.3914,23814,10840,10840
University of Phoenix-Memphis Campus,TN,NULL,1147,0.0471,0.578,0.0052,0.0017,0.0044,0,0.0157,0.0009,0.347,23827,10840,10840
University of Phoenix-Little Rock Campus,AR,NULL,562,0.347,0.2633,0.0409,0.0071,0.0125,0.0053,0.0196,0.0053,0.2989,23331,10240,10240
Toni & Guy Hairdressing Academy-Boise,ID,NULL,105,0.8571,0.0095,0.1048,0.0095,0,0.0095,0,0,0.0095,NULL,NULL,NULL
Charlie's Guard-Detective Bureau and Academy Inc,PR,NULL,96,0,0,1,0,0,0,0,0,0,8931,6940,6940
PCI Academy-Plymouth,MN,NULL,57,0.807,0.1404,0.0351,0.0175,0,0,0,0,0,NULL,NULL,NULL
Everest College-Tacoma,WA,NULL,859,0.4598,0.1595,0.1059,0.0419,0.0163,0.064,0.1001,0,0.0524,25721,11736,11736
National University College-Rio Grande,PR,0.835,1868,0,0,1,0,0,0,0,0,0,14101,6495,6495
Creative Images Institute of Cosmetology-South Dayton,OH,NULL,99,0.6162,0.2929,0.0303,0.0101,0,0,0,0,0.0505,NULL,NULL,NULL
Fortis Institute-Jacksonville,FL,NULL,158,0.1329,0.7595,0.0823,0.0127,0,0,0,0,0.0127,NULL,NULL,NULL
Brookline College-Albuquerque,NM,NULL,272,0.0662,0.0515,0.7537,0.0037,0.1103,0.0037,0.0074,0.0037,0,NULL,NULL,NULL
Byzantine Catholic Seminary of Saints Cyril and Methodius,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Remington College-Cleveland West Campus,OH,NULL,73,0.7397,0.137,0.0685,0.0137,0,0,0.0411,0,0,NULL,NULL,NULL
Northcentral University,AZ,NULL,250,0.44,0.144,0.076,0.016,0.004,0.004,0.016,0,0.3,NULL,NULL,NULL
Colorado Technical University-Online,CO,NULL,17902,0.4836,0.3396,0.0655,0.0084,0.0127,0.0057,0.0366,0.0003,0.0475,22041,10531,10531
Baker College of Allen Park,MI,NULL,3761,0.5629,0.3183,0.0675,0.0088,0.0035,0.0024,0.0367,0,0,17892,8100,8100
Bayamon Community College,PR,NULL,147,0,0,1,0,0,0,0,0,0,8971,6445,6445
Harris School of Business-Dover Campus,DE,NULL,438,0.4087,0.4909,0.0662,0.0023,0,0,0.0228,0,0.0091,NULL,NULL,NULL
Folsom Lake College,CA,NULL,7396,0.6374,0.0254,0.1529,0.0887,0.0087,0.0061,0.0492,0.0028,0.0288,15048,1104,7200
LeGrand Institute of Cosmetology Inc,SC,NULL,31,0.7742,0.1935,0.0323,0,0,0,0,0,0,NULL,NULL,NULL
Everest Institute-Detroit,MI,NULL,494,0.0385,0.9251,0.004,0.004,0,0,0.0263,0,0.002,NULL,NULL,NULL
Daymar Institute-Murfreesboro,TN,NULL,190,0.6947,0.2421,0.0368,0.0053,0,0,0.0211,0,0,29475,18000,18000
Cambridge Technical Institute,PR,0.4426,144,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL
Empire Beauty School-Midlothian,VA,NULL,145,0.3793,0.469,0.0621,0.0069,0.0069,0,0.0483,0,0.0276,NULL,NULL,NULL
Empire Beauty School-Owings Mills,MD,NULL,122,0.041,0.8607,0.0164,0.0082,0,0,0,0,0.0738,NULL,NULL,NULL
Empire Beauty School-West Mifflin,PA,NULL,109,0.6147,0.3211,0,0.0092,0,0,0.0092,0,0.0459,NULL,NULL,NULL
Bold Beauty Academy,MT,NULL,165,0.8303,0.0364,0.0485,0,0.0485,0,0,0,0.0364,NULL,NULL,NULL
ATI College-Norwalk,CA,NULL,120,0.2,0.0667,0.6,0.1333,0,0,0,0,0,NULL,NULL,NULL
Advance Science Institute,FL,NULL,39,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL
Advanced College,CA,NULL,227,0.0441,0.2423,0.696,0.0132,0,0,0,0,0.0044,NULL,NULL,NULL
Advance Tech College,PR,NULL,55,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL
Advanced Training Associates,CA,NULL,103,0.6408,0.165,0.1359,0,0,0.0583,0,0,0,NULL,NULL,NULL
American Advanced Technicians Institute,FL,NULL,97,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL
Anamarc College-El Paso Central,TX,NULL,347,0.0519,0.0346,0.6427,0.0115,0.0029,0,0.0029,0,0.2536,NULL,NULL,NULL
Baptist University of the Americas,TX,NULL,189,0.0794,0.0265,0.6825,0.0053,0,0,0,0.2063,0,14542,7200,7200
The Beauty Institute,FL,NULL,70,0.0714,0.5571,0.3714,0,0,0,0,0,0,NULL,NULL,NULL
Beis Medrash Heichal Dovid,NY,1,96,1,0,0,0,0,0,0,0,0,16000,8000,8000
Bellefonte Academy of Beauty,KY,NULL,141,0.9787,0.0213,0,0,0,0,0,0,0,NULL,NULL,NULL
Blue Cliff Career College,AL,NULL,82,0.4024,0.561,0.0366,0,0,0,0,0,0,NULL,NULL,NULL
Career Beauty College,TN,NULL,27,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
Paul Mitchell the School-Gastonia,NC,NULL,386,0.5725,0.3368,0.0363,0.0181,0.0052,0,0.0052,0.0052,0.0207,NULL,NULL,NULL
CES College,CA,NULL,166,0.6024,0.0723,0.2289,0.0723,0.006,0,0.006,0,0.012,NULL,NULL,NULL
Computer Tutor Business and Technical Institute,CA,NULL,121,0.3636,0.0661,0.4959,0.0496,0,0,0,0,0.0248,NULL,NULL,NULL
Court Reporting Institute of Louisiana,LA,NULL,31,1,0,0,0,0,0,0,0,0,31430,8825,8825
Auguste Escoffier School of Culinary Arts-Austin,TX,NULL,261,0.4368,0.1494,0.295,0.023,0.0115,0,0.0345,0,0.0498,NULL,NULL,NULL
Culinary Institute Inc,TX,NULL,368,0.394,0.1957,0.3478,0.0326,0,0.0027,0.0054,0,0.0217,30117,16052,16052
Dade Medical College-Miami,FL,NULL,1083,0.0092,0.1025,0.868,0.0009,0.0065,0,0.0018,0,0.0111,NULL,NULL,NULL
Escuela Hotelera de San Juan,PR,NULL,886,0,0,1,0,0,0,0,0,0,14879,10300,10300
Expertise Cosmetology Institute,NV,NULL,29,0.0345,0.4138,0.5517,0,0,0,0,0,0,NULL,NULL,NULL
Expertise Cosmetology Institute,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Monroe,WI,NULL,57,0.8421,0.0351,0.0175,0.0175,0.0175,0,0.0702,0,0,NULL,NULL,NULL
Healing Arts Institute,OH,NULL,48,0.8542,0.0208,0.0208,0,0.0208,0,0.0833,0,0,NULL,NULL,NULL
Health Works Institute,MT,0.6364,36,0.9444,0,0.0278,0.0278,0,0,0,0,0,NULL,NULL,NULL
In Session Arts of Cosmetology Beauty School,MI,NULL,77,0.4805,0.3896,0.0519,0.039,0.026,0,0,0,0.013,NULL,NULL,NULL
Moore Career College,LA,0.6349,59,0.3559,0.6441,0,0,0,0,0,0,0,NULL,NULL,NULL
Industrial Technical College,PR,NULL,258,0,0,1,0,0,0,0,0,0,8730,6480,6480
Institute of Beauty Occupation and Technology Course,PR,NULL,52,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL
Institute of Clinical Acupuncture & Oriental Med,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Institute of Hair Design,OK,NULL,19,0.4211,0.1053,0,0,0.4737,0,0,0,0,NULL,NULL,NULL
MedTech Institute-Atlanta Campus,GA,NULL,539,0.0705,0.8108,0.0538,0.0056,0.0019,0,0.0223,0,0.0353,NULL,NULL,NULL
Jones International University,CO,NULL,1586,0.2825,0.3562,0.0372,0.0063,0.0063,0.0019,0.133,0,0.1765,20576,12720,12720
Leston College,PR,NULL,180,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL
Medical Professional Institute,MA,0.9091,283,0.2367,0.4947,0.1696,0.0318,0.0071,0,0,0,0.0601,NULL,NULL,NULL
New Life Theological Seminary,NC,NULL,122,0.1557,0.6803,0.0164,0.0164,0.0082,0,0.0246,0.0082,0.0902,24685,8380,8380
Nightingale College,UT,NULL,86,0.9186,0.0349,0.0349,0.0116,0,0,0,0,0,NULL,NULL,NULL
Omnitech Institute,GA,NULL,92,0.0326,0.8696,0,0.0217,0,0.0109,0.0652,0,0,NULL,NULL,NULL
PITC Institute,PA,NULL,289,0.0242,0.9308,0.0173,0.0138,0.0069,0,0.0035,0,0.0035,NULL,NULL,NULL
Skinworks School of Advanced Skincare,UT,NULL,56,0.6786,0.0179,0.1607,0.0536,0,0,0.0536,0,0.0357,NULL,NULL,NULL
Southeastern Institute-Columbia,SC,0.7692,177,0.3051,0.6045,0.0508,0,0.0113,0,0.0282,0,0,NULL,NULL,NULL
Technical Learning Centers Inc,DC,NULL,290,0.0138,0.9414,0.0069,0.0103,0,0,0.0069,0,0.0207,NULL,NULL,NULL
Total Look School of Cosmetology & Massage Therapy,IA,NULL,5,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
The Art Institute of Tucson,AZ,NULL,426,0.2934,0.0352,0.4413,0.0047,0.0258,0.0023,0.0258,0.0023,0.169,29827,17416,17416
Turning Point Beauty College,AZ,NULL,49,0.2653,0.0612,0.6122,0,0.0612,0,0,0,0,NULL,NULL,NULL
Unitech Training Academy-Lafayette,LA,NULL,129,0.3101,0.6822,0,0.0078,0,0,0,0,0,NULL,NULL,NULL
Mountwest Community and Technical College,WV,NULL,2041,0.8241,0.0872,0.0034,0.0024,0.0064,0.0005,0.0029,0,0.073,11846,3354,8774
Centura College-Columbia,SC,NULL,64,0.1719,0.7813,0.0469,0,0,0,0,0,0,27181,NULL,NULL
Flagler College-Tallahassee,FL,NULL,469,0.6951,0.2431,0.032,0.0277,0,0.0021,0,0,0,NULL,NULL,NULL
Kanawha Valley Community and Technical College,WV,NULL,1558,0.8126,0.1181,0.0039,0.0083,0.0141,0,0.009,0,0.034,12528,3560,8500
American InterContinental University-Online,IL,NULL,10103,0.3972,0.4175,0.0622,0.0121,0.0088,0.0061,0.0346,0.0006,0.0609,22497,13345,13345
Westwood College-Atlanta Midtown,GA,NULL,448,0.0558,0.8326,0.0089,0.0089,0.0022,0,0.0335,0,0.058,26698,14669,14669
ITT Technical Institute-Eden Prairie,MN,0.9048,208,0.7885,0.0481,0.0385,0.0865,0.0096,0,0.0096,0,0.0192,25911,18048,18048
Virginia College-Mobile,AL,NULL,561,0.287,0.6613,0,0.0053,0.0018,0,0.0303,0,0.0143,22176,11883,11883
Le Cordon Bleu College of Culinary Arts-Las Vegas,NV,NULL,605,0.3719,0.195,0.0281,0.0545,0.0165,0.0298,0.005,0,0.2992,20537,12911,12911
International Academy of Design and Technology-Troy,MI,NULL,347,0.1153,0.0893,0.0115,0.0058,0.0029,0.0029,0.0202,0,0.7522,20796,15247,15247
American InterContinental University-Houston,TX,NULL,463,0.0324,0.2894,0.0929,0.0194,0,0.0043,0.0065,0,0.5551,24724,14675,14675
Sanford-Brown College-Houston North Loop,TX,NULL,81,0.0741,0.1975,0.1235,0.0123,0,0,0,0,0.5926,NULL,NULL,NULL
University of California-Merced,CA,0.7551,5837,0.1526,0.0629,0.4391,0.2534,0.0024,0.0069,0.0413,0.0283,0.0132,30637,13160,36038
Everest College-Fort Worth,TX,NULL,505,0.3762,0.1881,0.3564,0.0119,0.0059,0.0079,0.0495,0,0.004,25893,14976,14976
Remington College-North Houston Campus,TX,0.7808,474,0.1097,0.3734,0.4873,0.0084,0,0.0021,0.0169,0.0021,0,26917,15995,15995
Paul Mitchell the School-Orlando,FL,NULL,252,0.6032,0.0714,0.254,0.0119,0,0,0.0437,0.0079,0.0079,NULL,NULL,NULL
Regency Beauty Institute-Maplewood,MN,NULL,58,0.4828,0.1724,0.0862,0.0862,0,0.0172,0.069,0,0.0862,NULL,NULL,NULL
Pima Medical Institute-Las Vegas,NV,NULL,1018,0.3664,0.111,0.3045,0.1444,0.0098,0.0098,0.0354,0,0.0187,NULL,NULL,NULL
Remington College-Nashville Campus,TN,0.8315,298,0.6342,0.2349,0.0738,0.0168,0,0,0.0403,0,0,30472,15995,15995
Platt College-North OKC,OK,NULL,266,0.5263,0.3083,0.0489,0.0075,0.0188,0.0038,0.0677,0,0.0188,NULL,NULL,NULL
Central Methodist University-College of Graduate and Extended Studies,MO,NULL,1624,0.5191,0.0296,0.0025,0.0012,0.0018,0,0,0,0.4458,NULL,NULL,NULL
Westwood College-Northlake,GA,NULL,420,0.0905,0.7524,0.019,0.0143,0.0048,0,0.0262,0,0.0929,28444,14664,14664
University of Phoenix-Jersey City Campus,NJ,NULL,455,0.0462,0.2505,0.1934,0.0176,0.0022,0.0022,0.0176,0.0374,0.433,22602,10224,10224
University of Phoenix-Minneapolis St Paul Campus,MN,NULL,153,0.3464,0.1503,0.0458,0.0719,0,0.0065,0.0065,0.0261,0.3464,25594,12400,12400
Kaplan College-Fort Worth,TX,NULL,264,0.2652,0.2803,0.4129,0.0152,0.0038,0.0076,0,0,0.0152,NULL,NULL,NULL
Kaplan College-Lubbock,TX,NULL,265,0.2075,0.1358,0.6453,0,0.0075,0.0038,0,0,0,NULL,NULL,NULL
North-West College-Riverside,CA,1,392,0.1531,0.0969,0.426,0.0612,0,0,0,0,0.2628,NULL,NULL,NULL
Everest Institute-Chelsea,MA,NULL,434,0.2972,0.1567,0.447,0.0253,0.0023,0.0069,0.0461,0,0.0184,NULL,NULL,NULL
Everest Institute-Eagan,MN,NULL,327,0.3303,0.3119,0.0948,0.104,0.0153,0.0061,0.0367,0,0.1009,NULL,NULL,NULL
University of Phoenix-Louisville Campus,KY,NULL,203,0.3596,0.2857,0.0394,0,0.0049,0.0049,0.0148,0.0099,0.2808,23434,10240,10240
Everest University-Orange Park,FL,NULL,711,0.4318,0.4276,0.0689,0.0169,0.0084,0.0028,0.038,0,0.0056,26993,14796,14796
Everest Institute-Bissonnet,TX,NULL,934,0.0824,0.5771,0.2752,0.0236,0.0011,0,0.0193,0,0.0214,NULL,NULL,NULL
Everest College-McLean,VA,NULL,237,0.135,0.3629,0.2827,0.0759,0.0042,0.0042,0.0591,0,0.0759,28204,14688,14688
Colegio Tecnico de Electricidad Galloza,PR,NULL,76,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL
Empire Beauty School-St Paul,MN,NULL,76,0.1974,0.3816,0.0658,0.0789,0.1053,0,0.0921,0,0.0789,NULL,NULL,NULL
Arthur's Beauty School Inc-Conway,AR,NULL,67,0.7612,0.209,0.0149,0.0149,0,0,0,0,0,NULL,NULL,NULL
Vatterott College-St Charles,MO,NULL,305,0.7541,0.1672,0,0,0.0131,0,0.0164,0,0.0492,22233,12567,12567
Anthem Institute-North Brunswick,NJ,NULL,293,0.2628,0.3003,0.3311,0.0375,0,0.0034,0.041,0,0.0239,27069,13567,13567
Anthem Career College-Memphis,TN,NULL,883,0.0079,0.8471,0.0091,0.0023,0.0011,0.0974,0.0091,0,0.026,28875,13355,13355
Anthem College-Kansas City,MO,NULL,74,0.3784,0.3784,0.0405,0.0135,0.0135,0,0.0676,0,0.1081,30463,14563,14563
Spa Tech Institute-Ipswich,MA,NULL,43,0.8605,0,0.0465,0.0698,0,0,0,0,0.0233,NULL,NULL,NULL
Spa Tech Institute-Westboro,MA,NULL,93,0.828,0.0215,0.0968,0.0108,0,0,0,0,0.043,NULL,NULL,NULL
Spa Tech Institute-Plymouth,MA,NULL,136,0.6765,0.0221,0.0294,0,0,0,0,0,0.2721,NULL,NULL,NULL
Milan Institute of Cosmetology-San Antonio Walzem,TX,NULL,233,0.0987,0.5365,0.3176,0,0.0043,0.0129,0,0,0.03,NULL,NULL,NULL
Bridgemont Community and Technical College,WV,NULL,697,0.9412,0.0359,0.0029,0.0014,0.0187,0,0,0,0,8372,4010,8950
Wards Corner Beauty Academy-Virginia Beach,VA,NULL,35,0.1143,0.8286,0,0.0286,0,0,0.0286,0,0,NULL,NULL,NULL
Neumont University,UT,0.7997,420,0.5905,0.0429,0.1024,0.0429,0.0071,0,0.0548,0,0.1595,37379,23100,23100
Johnson & Wales University-Charlotte,NC,0.5961,2325,0.4275,0.3084,0.0546,0.0103,0.0022,0,0.0378,0.0129,0.1462,39499,27456,27456
University of Phoenix-Central Valley Campus,CA,NULL,2348,0.1819,0.0865,0.3032,0.02,0.006,0.006,0.0149,0.0166,0.365,24393,11309,11309
L'Ecole Culinaire-St Louis,MO,NULL,269,0.3271,0.6134,0.0112,0.0037,0.0074,0,0.0223,0,0.0149,23210,14650,14650
Roseman University of Health Sciences,NV,NULL,264,0.4356,0.0265,0.0644,0.3939,0.0076,0.0076,0.0455,0.0038,0.0152,NULL,NULL,NULL
Fortis Institute-Port Saint Lucie,FL,NULL,464,0.375,0.3879,0.1595,0.028,0.0065,0,0.0259,0,0.0172,24083,22747,22747
Fortis Institute-Miami,FL,NULL,130,0.0308,0.1615,0.7846,0.0077,0,0,0.0077,0,0.0077,15140,13173,13173
Aviation Institute of Maintenance-Manassas,VA,NULL,77,0.1818,0.4416,0.1948,0.039,0,0,0.0519,0,0.0909,29543,NULL,NULL
Everest College-North Aurora,IL,NULL,275,0.3636,0.1418,0.4109,0.0182,0.0036,0,0.04,0,0.0218,NULL,NULL,NULL
Cosmetology School of Arts and Sciences,ID,NULL,32,0.6563,0,0.3438,0,0,0,0,0,0,NULL,NULL,NULL
Universal Technical Institute of Pennsylvania Inc,PA,NULL,1728,0.6273,0.1024,0.1308,0.0226,0.0006,0.0012,0.0394,0.0023,0.0735,NULL,NULL,NULL
Heritage College-Kansas City,MO,NULL,616,0.6705,0.2516,0.0519,0.0032,0.0016,0,0.013,0,0.0081,NULL,NULL,NULL
Kenneth Shuler School of Cosmetology-Spartanburg,SC,NULL,113,0.7168,0.2035,0.0177,0.0265,0,0.0265,0.0088,0,0,NULL,NULL,NULL
Kenneth Shuler School of Cosmetology-Columbia,SC,NULL,119,0.1429,0.8235,0.0252,0,0,0,0.0084,0,0,NULL,NULL,NULL
Institute for the Psychological Sciences,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pivot Point Academy-Chicago,IL,NULL,21,0.2381,0.5714,0.1905,0,0,0,0,0,0,NULL,NULL,NULL
Lincoln Technical Institute-Shelton,CT,NULL,532,0.3703,0.2218,0.2237,0.0263,0.0038,0.0019,0.0395,0,0.1128,NULL,NULL,NULL
